3783	24186
14	1395	12
14	3446	12
14	2286	12
14	3504	12
14	2433	12
14	2432	12
14	3441	12
14	3381	12
14	3438	12
14	2431	12
14	1074	12
14	1389	12
14	1598	12
14	1905	12
14	3437	12
14	2421	12
14	603	12
14	905	12
14	2430	12
14	901	12
14	1904	12
14	3436	12
14	652	12
14	178	12
14	3433	12
14	3501	12
14	3432	12
14	268	12
14	2288	12
14	529	12
14	1133	12
14	87	12
14	233	12
14	94	12
14	697	12
14	158	12
14	437	12
14	19	12
14	36	12
14	69	12
14	66	12
14	680	12
14	39	12
14	154	12
14	3409	12
14	3429	12
14	3430	12
14	1207	12
14	1903	12
14	3426	12
14	2427	12
14	1902	12
14	3490	12
14	3090	12
14	3285	12
14	3547	12
14	763	12
14	904	12
14	2311	12
14	1392	12
14	2425	12
14	3406	12
14	2292	12
14	1204	12
14	650	12
14	357	12
14	3495	12
14	983	12
14	185	12
14	831	12
14	2416	12
14	2632	12
14	1894	12
14	899	12
14	1069	12
14	1386	12
14	374	12
14	1384	12
14	2827	12
14	426	12
14	278	12
14	823	12
14	1890	12
14	1872	12
14	164	12
14	1161	12
14	3119	12
14	1350	12
14	966	12
14	517	12
14	766	12
14	121	12
14	23	12
14	189	12
14	353	12
14	16	12
14	195	12
14	50	12
14	28	12
14	74	12
14	273	12
14	210	12
14	1470	12
14	852	12
14	32	12
14	681	12
14	3513	10
14	3508	10
14	3503	10
14	3371	10
14	3502	10
14	3427	10
14	399	10
14	18	10
14	46	10
14	84	10
14	3546	10
14	800	10
14	3544	10
14	3738	10
14	3571	10
14	54	10
14	184	10
14	3368	10
14	79	10
14	3730	10
14	1248	10
14	373	10
14	3593	10
14	490	10
14	3578	10
14	3758	10
14	3781	10
14	368	8
14	3557	8
14	3755	8
14	199	1
14	30	1
14	468	1
14	3740	1
14	112	1
14	266	1
14	3696	1
14	3464	1
14	1920	1
14	175	1
14	187	1
14	144	1
2444	15	21
108	15	19
36	15	19
1173	15	18
3774	15	17
74	15	17
148	15	17
62	15	17
566	15	16
502	15	16
198	15	15
106	15	15
778	15	15
441	15	15
99	15	15
992	15	15
654	15	15
1663	15	14
448	15	14
120	15	14
352	15	14
1090	15	14
41	15	14
564	15	14
469	15	14
43	15	14
22	15	14
418	15	14
980	15	13
508	15	13
2256	15	13
264	15	13
391	15	13
176	15	13
53	15	13
3765	15	13
100	15	13
2002	15	13
780	15	13
1982	15	13
366	15	13
1639	15	13
340	15	13
39	15	13
147	15	13
3730	15	13
3728	15	13
1924	15	13
71	15	13
137	15	13
770	15	13
144	15	13
163	15	12
33	15	12
3193	15	12
2339	15	12
1458	15	12
69	15	12
24	15	12
29	15	12
1321	15	12
2953	15	12
2205	15	12
2949	15	12
2943	15	12
2929	15	12
1325	15	12
59	15	12
218	15	12
20	15	12
925	15	12
1009	15	12
2000	15	12
2564	15	12
2555	15	12
87	15	12
44	15	12
225	15	12
186	15	12
222	15	12
64	15	12
849	15	12
153	15	12
536	15	12
3760	15	12
3452	15	12
249	15	12
1092	15	12
1408	15	12
1221	15	12
1089	15	12
297	15	12
533	15	12
1921	15	12
1609	15	12
269	15	12
1082	15	12
1916	15	12
236	15	12
709	15	12
1913	15	12
1211	15	12
841	15	12
710	15	12
1909	15	12
767	15	12
15	108	19
15	36	18
15	198	17
15	310	17
15	148	17
15	62	17
15	566	16
15	22	16
15	133	15
15	1173	15
15	106	15
15	100	15
15	53	15
15	778	15
15	74	15
15	441	15
15	3730	15
15	992	15
15	654	15
15	710	15
15	163	14
15	1406	14
15	20	14
15	1285	14
15	1663	14
15	120	14
15	64	14
15	352	14
15	39	14
15	99	14
15	1090	14
15	41	14
15	564	14
15	469	14
15	43	14
15	418	14
15	980	13
15	170	13
15	508	13
15	2256	13
15	59	13
15	391	13
15	176	13
15	3774	13
15	2002	13
15	780	13
15	1982	13
15	366	13
15	1639	13
15	147	13
15	3452	13
15	3728	13
15	269	13
15	1924	13
15	71	13
15	770	13
15	502	13
15	144	13
15	33	12
15	3193	12
15	2339	12
15	1458	12
15	69	12
15	24	12
15	29	12
15	1321	12
15	2953	12
15	2205	12
15	2949	12
15	2943	12
15	2076	12
15	264	12
15	2929	12
15	1426	12
15	1325	12
15	218	12
15	925	12
15	1009	12
15	405	12
15	448	12
15	2000	12
15	2564	12
15	2555	12
15	87	12
15	44	12
15	225	12
15	186	12
15	222	12
15	340	12
15	849	12
15	153	12
15	536	12
15	3760	12
15	249	12
15	1092	12
15	1408	12
15	1221	12
15	1089	12
15	297	12
15	533	12
15	1921	12
15	1609	12
15	1082	12
15	1916	12
15	137	12
15	236	12
15	709	12
15	606	12
15	2444	12
15	1913	12
15	1211	12
15	841	12
15	1909	12
15	767	12
15	3616	10
15	79	9
15	3765	1
158	16	20
3781	16	18
25	16	17
59	16	16
196	16	16
46	16	16
727	16	16
21	16	16
19	16	15
1299	16	15
450	16	14
806	16	14
1745	16	14
1734	16	14
97	16	14
20	16	14
2124	16	14
96	16	14
74	16	14
211	16	14
543	16	14
41	16	14
286	16	13
638	16	13
349	16	13
175	16	13
62	16	13
3588	16	13
305	16	13
155	16	13
548	16	13
797	16	13
1303	16	13
202	16	13
39	16	13
192	16	13
112	16	13
50	16	13
106	16	13
134	16	13
941	16	13
54	16	13
343	16	13
47	16	13
659	16	13
78	16	13
933	16	13
1784	16	12
165	16	12
410	16	12
87	16	12
264	16	12
283	16	12
37	16	12
2205	16	12
3581	16	12
30	16	12
3463	16	12
66	16	12
945	16	12
254	16	12
1281	16	12
38	16	12
1304	16	12
1489	16	12
361	16	12
1488	16	12
685	16	12
798	16	12
69	16	12
2820	16	12
276	16	12
141	16	12
64	16	12
2142	16	12
1731	16	12
77	16	12
359	16	12
870	16	12
314	16	12
121	16	12
187	16	12
210	16	12
218	16	12
680	16	12
1470	16	12
2737	16	12
65	16	12
136	16	12
144	16	12
621	16	12
541	16	12
139	16	12
354	16	12
2104	16	12
76	16	12
1988	16	12
579	16	12
679	16	12
1690	16	12
515	16	12
1496	16	10
16	158	17
16	19	17
16	175	16
16	112	16
16	25	16
16	46	16
16	144	16
16	38	15
16	271	15
16	100	15
16	1299	15
16	59	15
16	54	15
16	450	14
16	283	14
16	520	14
16	548	14
16	37	14
16	482	14
16	39	14
16	1734	14
16	64	14
16	20	14
16	65	14
16	543	14
16	74	14
16	286	13
16	638	13
16	349	13
16	806	13
16	62	13
16	1496	13
16	30	13
16	155	13
16	1304	13
16	1745	13
16	1303	13
16	202	13
16	196	13
16	192	13
16	97	13
16	50	13
16	106	13
16	134	13
16	941	13
16	210	13
16	727	13
16	2124	13
16	21	13
16	343	13
16	47	13
16	78	13
16	139	13
16	41	13
16	96	13
16	679	13
16	933	13
16	747	12
16	1784	12
16	165	12
16	410	12
16	264	12
16	305	12
16	2205	12
16	3463	12
16	66	12
16	945	12
16	254	12
16	1281	12
16	361	12
16	1489	12
16	1488	12
16	685	12
16	798	12
16	132	12
16	69	12
16	2820	12
16	276	12
16	141	12
16	2142	12
16	1731	12
16	2796	12
16	77	12
16	359	12
16	870	12
16	314	12
16	121	12
16	187	12
16	218	12
16	680	12
16	1470	12
16	211	12
16	2737	12
16	136	12
16	621	12
16	541	12
16	659	12
16	354	12
16	76	12
16	579	12
16	1690	12
16	515	12
16	3588	1
242	17	21
56	17	20
871	17	20
1169	17	19
593	17	19
859	17	19
73	17	18
1305	17	18
3781	17	18
3743	17	17
1524	17	16
219	17	16
454	17	16
689	17	16
867	17	16
1129	17	16
90	17	15
2198	17	15
345	17	15
71	17	15
193	17	14
1799	17	14
2227	17	14
255	17	14
1441	17	14
865	17	13
1702	17	13
1563	17	13
1525	17	13
944	17	13
1163	17	13
259	17	13
2199	17	13
2138	17	13
37	17	13
2802	17	13
542	17	13
735	17	13
383	17	13
3550	17	13
629	17	13
732	17	13
385	17	13
436	17	13
2090	17	12
1270	17	12
2692	17	12
728	17	12
2085	17	12
78	17	12
150	17	12
453	17	12
3052	17	12
953	17	12
2960	17	12
873	17	12
1304	17	12
159	17	12
116	17	12
2689	17	12
120	17	12
2117	17	12
39	17	12
49	17	12
1283	17	12
612	17	12
2757	17	12
541	17	12
2096	17	12
1476	17	12
25	17	12
153	17	12
273	17	12
32	17	12
2105	17	12
2709	17	12
17	242	21
17	73	21
17	293	21
17	56	20
17	159	20
17	90	19
17	859	19
17	1169	16
17	593	16
17	219	16
17	1305	16
17	454	16
17	689	16
17	871	16
17	3743	16
17	867	16
17	345	15
17	193	14
17	1563	14
17	1799	14
17	71	14
17	1129	14
17	728	13
17	1702	13
17	944	13
17	1163	13
17	2227	13
17	259	13
17	2199	13
17	116	13
17	255	13
17	3781	13
17	542	13
17	735	13
17	383	13
17	3550	13
17	1441	13
17	732	13
17	385	13
17	2090	12
17	1270	12
17	2692	12
17	2085	12
17	865	12
17	78	12
17	150	12
17	453	12
17	1525	12
17	1524	12
17	3052	12
17	2246	12
17	953	12
17	2960	12
17	2198	12
17	1304	12
17	37	12
17	2802	12
17	120	12
17	2689	12
17	2117	12
17	39	12
17	49	12
17	1283	12
17	612	12
17	2757	12
17	541	12
17	2096	12
17	629	12
17	1476	12
17	25	12
17	153	12
17	273	12
17	32	12
17	2105	12
17	2709	12
17	436	12
33	18	21
291	18	19
48	18	19
206	18	18
29	18	17
92	18	17
320	18	16
28	18	16
23	18	16
334	18	16
707	18	15
84	18	15
32	18	15
30	18	15
287	18	15
35	18	15
72	18	14
87	18	14
21	18	14
109	18	14
1373	18	14
756	18	14
31	18	14
117	18	14
115	18	14
94	18	14
81	18	13
52	18	13
1367	18	13
42	18	13
3363	18	13
163	18	13
649	18	13
240	18	13
124	18	13
190	18	13
1577	18	13
3253	18	13
58	18	13
261	18	13
1589	18	12
1391	18	12
162	18	12
144	18	12
140	18	12
244	18	12
96	18	12
57	18	12
249	18	12
1369	18	12
95	18	12
401	18	12
3746	18	12
1198	18	12
646	18	12
397	18	12
1191	18	12
1881	18	12
71	18	12
172	18	12
3763	18	12
258	18	12
979	18	12
550	18	12
86	18	12
153	18	12
3569	18	12
706	18	12
290	18	12
893	18	12
157	18	12
1580	18	12
782	18	12
665	18	12
25	18	12
1321	18	12
127	18	12
2387	18	12
817	18	12
196	18	12
3584	18	12
1030	18	12
1183	18	12
3184	18	12
1573	18	12
91	18	12
85	18	10
2335	18	6
18	33	21
18	48	19
18	334	18
18	206	17
18	29	17
18	92	17
18	35	17
18	707	16
18	163	16
18	320	16
18	291	16
18	28	16
18	84	15
18	31	15
18	30	15
18	287	15
18	117	14
18	301	14
18	72	14
18	21	14
18	42	14
18	23	14
18	81	13
18	109	13
18	1367	13
18	579	13
18	32	13
18	190	13
18	115	13
18	94	13
18	1577	13
18	58	13
18	261	13
18	1391	12
18	26	12
18	144	12
18	496	12
18	140	12
18	52	12
18	244	12
18	96	12
18	249	12
18	1369	12
18	95	12
18	3372	12
18	87	12
18	401	12
18	3746	12
18	1198	12
18	3363	12
18	646	12
18	397	12
18	1191	12
18	1881	12
18	1373	12
18	71	12
18	649	12
18	294	12
18	756	12
18	240	12
18	258	12
18	124	12
18	86	12
18	153	12
18	3569	12
18	706	12
18	290	12
18	893	12
18	157	12
18	1580	12
18	782	12
18	25	12
18	41	12
18	665	12
18	331	12
18	1321	12
18	550	12
18	127	12
18	2387	12
18	817	12
18	196	12
18	3253	12
18	3584	12
18	1030	12
18	3184	12
18	1183	12
18	1573	12
18	91	12
18	85	10
18	2335	8
18	3624	1
18	3763	1
18	3741	1
3695	19	21
158	19	21
869	19	21
3781	19	20
21	19	20
36	19	19
46	19	19
1041	19	18
891	19	16
806	19	16
175	19	16
371	19	16
30	19	15
121	19	15
488	19	15
51	19	15
151	19	15
210	19	15
37	19	15
211	19	15
490	19	14
132	19	14
65	19	14
271	19	14
585	19	14
729	19	13
87	19	13
266	19	13
1770	19	13
64	19	13
107	19	13
25	19	13
3725	19	13
130	19	13
154	19	13
230	19	13
1268	19	12
29	19	12
69	19	12
197	19	12
303	19	12
1144	19	12
1126	19	12
728	19	12
19	21	20
19	30	19
19	36	19
19	46	19
19	187	19
19	64	19
19	1041	18
19	158	18
19	230	17
19	729	16
19	488	16
19	371	16
19	65	16
19	365	16
19	51	15
19	151	15
19	175	15
19	144	15
19	1300	15
19	210	15
19	37	15
19	891	14
19	490	14
19	121	14
19	89	14
19	240	14
19	211	14
19	585	14
19	271	14
19	728	14
19	40	13
19	82	13
19	806	13
19	1770	13
19	44	13
19	107	13
19	25	13
19	130	13
19	154	13
19	869	13
19	1268	12
19	197	12
19	1144	12
19	59	12
19	1126	12
19	176	10
19	3743	9
19	3755	6
19	3725	1
24	20	21
180	20	21
204	20	17
265	20	17
84	20	17
328	20	16
109	20	16
156	20	16
36	20	16
29	20	15
136	20	15
347	20	15
61	20	15
200	20	15
51	20	14
276	20	14
737	20	14
99	20	14
50	20	14
32	20	13
318	20	13
184	20	13
76	20	13
294	20	13
3464	20	13
21	20	13
1151	20	13
89	20	13
82	20	13
797	20	13
945	20	13
210	20	13
44	20	13
172	20	12
46	20	12
1158	20	12
699	20	12
747	20	12
70	20	12
877	20	12
806	20	12
349	20	12
196	20	12
529	20	12
224	20	12
508	20	12
620	20	12
359	20	12
361	20	12
3766	20	12
960	20	12
1297	20	12
955	20	12
77	20	12
2758	20	12
263	20	12
1253	20	12
69	20	12
392	20	12
360	20	12
483	20	12
144	20	12
346	20	12
584	20	12
39	20	12
3781	20	12
47	20	12
38	20	12
579	20	12
253	20	12
578	20	12
129	20	12
1003	20	12
668	20	12
2519	20	12
2485	20	12
533	20	12
41	20	12
3730	20	12
234	20	12
98	20	12
20	24	21
20	40	21
20	84	17
20	204	16
20	265	16
20	328	16
20	276	15
20	156	15
20	109	15
20	273	15
20	50	15
20	44	15
20	915	15
20	29	14
20	294	14
20	361	14
20	51	14
20	61	14
20	737	14
20	1296	14
20	200	14
20	36	14
20	76	13
20	136	13
20	3464	13
20	1151	13
20	89	13
20	82	13
20	99	13
20	797	13
20	1306	13
20	180	13
20	46	12
20	699	12
20	747	12
20	88	12
20	562	12
20	877	12
20	32	12
20	318	12
20	70	12
20	196	12
20	529	12
20	224	12
20	508	12
20	620	12
20	184	12
20	359	12
20	960	12
20	1297	12
20	77	12
20	2758	12
20	347	12
20	263	12
20	955	12
20	551	12
20	21	12
20	521	12
20	69	12
20	392	12
20	1985	12
20	360	12
20	144	12
20	346	12
20	584	12
20	945	12
20	3781	12
20	47	12
20	579	12
20	27	12
20	578	12
20	1003	12
20	668	12
20	2519	12
20	2485	12
20	533	12
20	41	12
20	3730	12
20	234	12
20	98	12
46	21	19
158	21	18
23	21	17
30	21	16
43	21	16
3781	21	16
202	21	15
25	21	15
209	21	15
164	21	14
640	21	14
195	21	14
123	21	14
305	21	14
134	21	14
107	21	14
1022	21	14
3743	21	14
1637	21	14
89	21	14
130	21	13
368	21	13
2316	21	13
60	21	13
72	21	13
3696	21	13
2238	21	13
105	21	13
122	21	13
588	21	13
39	21	13
680	21	13
682	21	13
734	21	13
41	21	13
38	21	13
850	21	13
151	21	13
1131	21	13
139	21	13
294	21	12
190	21	12
2335	21	12
252	21	12
3133	21	12
702	21	12
490	21	12
2309	21	12
178	21	12
144	21	12
3733	21	12
395	21	12
204	21	12
121	21	12
102	21	12
486	21	12
346	21	12
149	21	12
37	21	12
258	21	12
1284	21	12
2170	21	12
69	21	12
1300	21	12
116	21	12
256	21	12
254	21	12
1257	21	12
1294	21	12
684	21	12
50	21	12
2158	21	12
155	21	12
1735	21	12
2816	21	12
66	21	12
345	21	12
932	21	12
3741	21	12
2772	21	12
283	21	12
868	21	12
1277	21	12
2637	21	12
2078	21	12
451	21	12
74	21	12
538	21	12
2118	21	12
612	21	12
3757	21	10
169	21	9
21	46	19
21	22	19
21	158	18
21	301	17
21	98	17
21	69	17
21	23	17
21	38	17
21	36	16
21	1112	16
21	202	16
21	341	15
21	195	15
21	164	15
21	144	15
21	37	15
21	305	15
21	122	15
21	271	15
21	34	15
21	134	15
21	107	15
21	89	15
21	43	15
21	209	15
21	640	14
21	187	14
21	184	14
21	65	14
21	1022	14
21	680	14
21	283	14
21	625	14
21	25	14
21	560	13
21	368	13
21	2316	13
21	60	13
21	178	13
21	30	13
21	72	13
21	63	13
21	3696	13
21	121	13
21	2238	13
21	102	13
21	149	13
21	105	13
21	188	13
21	801	13
21	132	13
21	116	13
21	588	13
21	684	13
21	50	13
21	682	13
21	100	13
21	39	13
21	41	13
21	850	13
21	1131	13
21	151	13
21	139	13
21	294	12
21	2335	12
21	190	12
21	2650	12
21	252	12
21	3133	12
21	702	12
21	28	12
21	2309	12
21	357	12
21	423	12
21	395	12
21	2254	12
21	592	12
21	32	12
21	42	12
21	204	12
21	40	12
21	486	12
21	165	12
21	346	12
21	329	12
21	79	12
21	109	12
21	258	12
21	1284	12
21	939	12
21	637	12
21	1743	12
21	2170	12
21	1300	12
21	948	12
21	254	12
21	2744	12
21	1257	12
21	1294	12
21	2158	12
21	155	12
21	1735	12
21	2816	12
21	66	12
21	345	12
21	1137	12
21	1637	12
21	932	12
21	2772	12
21	383	12
21	868	12
21	734	12
21	1277	12
21	2637	12
21	1217	12
21	2078	12
21	451	12
21	74	12
21	538	12
21	2118	12
21	612	12
21	3691	10
21	169	9
21	3778	8
21	3761	8
21	3757	8
21	3743	7
21	3661	7
21	3758	6
21	3713	6
21	3781	6
21	3771	6
21	3733	1
1081	22	19
439	22	17
436	22	17
655	22	17
1455	22	16
1415	22	16
118	22	16
128	22	16
235	22	16
502	22	16
53	22	16
499	22	16
843	22	16
388	22	15
931	22	15
469	22	15
1421	22	15
292	22	15
769	22	15
500	22	15
841	22	15
442	22	14
1219	22	14
1612	22	14
712	22	14
166	22	14
771	22	14
846	22	14
297	22	14
1399	22	14
1400	22	14
43	22	14
563	22	13
83	22	13
503	22	13
606	22	13
844	22	13
400	22	13
907	22	13
1910	22	13
709	22	13
98	22	13
1225	22	13
138	22	13
767	22	13
536	22	12
847	22	12
657	22	12
2442	22	12
2446	22	12
1401	22	12
1079	22	12
465	22	12
1077	22	12
1600	22	12
1397	22	12
2437	22	12
934	22	12
1086	22	12
511	22	12
39	22	12
22	128	21
22	468	18
22	655	17
22	436	16
22	843	16
22	1130	15
22	388	15
22	563	15
22	292	15
22	769	15
22	842	15
22	606	15
22	499	15
22	841	15
22	712	14
22	771	14
22	846	14
22	152	14
22	1399	14
22	1400	14
22	1612	13
22	1081	13
22	166	13
22	503	13
22	500	13
22	297	13
22	844	13
22	907	13
22	1910	13
22	98	13
22	107	13
22	1225	13
22	138	13
22	709	13
22	43	13
22	767	13
22	847	12
22	118	12
22	439	12
22	772	12
22	2442	12
22	2446	12
22	502	12
22	1401	12
22	137	12
22	400	12
22	1079	12
22	465	12
22	2440	12
22	1077	12
22	83	12
22	1600	12
22	1397	12
22	2437	12
22	934	12
22	1918	12
22	1086	12
22	511	12
22	39	12
33	23	17
25	23	17
204	23	16
62	23	16
87	23	16
46	23	16
3781	23	16
172	23	15
106	23	15
123	23	15
84	23	15
31	23	15
184	23	15
797	23	15
307	23	14
48	23	14
561	23	14
189	23	14
66	23	14
69	23	14
116	23	14
32	23	14
50	23	13
35	23	13
144	23	13
493	23	13
620	23	13
702	23	13
631	23	13
124	23	13
72	23	13
94	23	13
1028	23	13
158	23	13
176	23	13
24	23	13
200	23	13
30	23	13
43	23	13
41	23	13
484	23	13
370	23	12
71	23	12
153	23	12
240	23	12
190	23	12
3252	23	12
82	23	12
1855	23	12
817	23	12
3473	23	12
3146	23	12
3690	23	12
344	23	12
373	23	12
109	23	12
142	23	12
642	23	12
940	23	12
884	23	12
1350	23	12
165	23	12
89	23	12
61	23	12
3555	23	12
410	23	12
49	23	12
948	23	12
210	23	12
315	23	12
587	23	12
2146	23	12
76	23	12
1730	23	12
23	1690	21
23	62	17
23	31	17
23	307	16
23	33	16
23	144	16
23	87	16
23	123	16
23	69	16
23	46	16
23	184	16
23	84	15
23	30	15
23	483	14
23	268	14
23	48	14
23	172	14
23	124	14
23	106	14
23	50	14
23	66	14
23	24	14
23	32	14
23	948	14
23	121	13
23	411	13
23	35	13
23	493	13
23	620	13
23	3464	13
23	1028	13
23	94	13
23	158	13
23	28	13
23	200	13
23	49	13
23	41	13
23	97	12
23	287	12
23	370	12
23	707	12
23	93	12
23	71	12
23	240	12
23	249	12
23	92	12
23	190	12
23	248	12
23	228	12
23	125	12
23	3740	12
23	82	12
23	1855	12
23	167	12
23	133	12
23	3146	12
23	702	12
23	631	12
23	3690	12
23	344	12
23	373	12
23	109	12
23	142	12
23	642	12
23	940	12
23	72	12
23	884	12
23	1350	12
23	165	12
23	548	12
23	442	12
23	61	12
23	561	12
23	410	12
23	132	12
23	116	12
23	43	12
23	210	12
23	484	12
23	315	12
23	587	12
23	2146	12
23	76	12
23	1730	12
23	3743	10
23	3778	10
23	797	10
23	3555	6
23	189	6
23	3726	1
23	89	1
264	24	21
283	24	19
176	24	18
875	24	16
1325	24	16
51	24	16
94	24	14
30	24	14
695	24	14
248	24	14
1135	24	14
28	24	14
685	24	14
591	24	14
114	24	13
522	24	13
328	24	13
35	24	13
2279	24	13
52	24	13
32	24	13
61	24	13
123	24	13
331	24	13
227	24	13
1164	24	13
317	24	13
655	24	13
1786	24	13
59	24	13
31	24	13
132	24	13
798	24	13
144	24	13
89	24	13
662	24	12
3687	24	12
640	24	12
1829	24	12
1341	24	12
1335	24	12
1791	24	12
46	24	12
2307	24	12
3729	24	12
491	24	12
96	24	12
3081	24	12
395	24	12
394	24	12
139	24	12
3718	24	12
812	24	12
142	24	12
286	24	12
77	24	12
3042	24	12
369	24	12
3726	24	12
1339	24	12
1787	24	12
3731	24	12
2134	24	12
692	24	12
2979	24	12
171	24	12
121	24	12
165	24	12
3766	24	12
294	24	12
1775	24	12
265	24	12
42	24	12
36	24	12
189	24	12
800	24	12
186	24	12
803	24	12
3743	24	12
486	24	12
1763	24	12
2195	24	12
1030	24	12
1033	24	12
257	24	12
478	24	12
141	24	12
3771	24	12
948	24	12
1031	24	12
738	24	12
1491	24	12
24	264	19
24	283	19
24	51	16
24	30	14
24	695	14
24	248	14
24	28	14
24	800	14
24	685	14
24	591	14
24	144	14
24	94	13
24	328	13
24	2279	13
24	54	13
24	61	13
24	123	13
24	331	13
24	227	13
24	1164	13
24	522	13
24	317	13
24	875	13
24	1786	13
24	40	13
24	31	13
24	59	13
24	1325	13
24	132	13
24	114	12
24	662	12
24	700	12
24	3687	12
24	640	12
24	243	12
24	1829	12
24	1341	12
24	1335	12
24	1791	12
24	46	12
24	2307	12
24	3729	12
24	491	12
24	96	12
24	35	12
24	3081	12
24	395	12
24	394	12
24	3070	12
24	139	12
24	3718	12
24	812	12
24	142	12
24	32	12
24	286	12
24	77	12
24	3042	12
24	25	12
24	369	12
24	655	12
24	1339	12
24	1787	12
24	3731	12
24	1154	12
24	2134	12
24	692	12
24	2979	12
24	171	12
24	1135	12
24	121	12
24	165	12
24	3766	12
24	294	12
24	1775	12
24	265	12
24	42	12
24	36	12
24	592	12
24	186	12
24	803	12
24	3743	12
24	486	12
24	1763	12
24	2195	12
24	1030	12
24	798	12
24	1033	12
24	257	12
24	478	12
24	141	12
24	89	12
24	948	12
24	1031	12
24	738	12
24	1491	12
24	3726	10
24	176	10
24	3771	1
176	25	20
31	25	19
92	25	17
46	25	17
84	25	16
3478	25	15
66	25	15
110	25	14
3773	25	14
347	25	14
317	25	14
3781	25	14
612	25	14
211	25	14
33	25	13
190	25	13
50	25	13
111	25	13
26	25	13
189	25	13
3743	25	13
51	25	13
132	25	13
276	25	13
588	25	13
99	25	13
1293	25	13
1127	25	13
682	25	13
314	25	13
131	25	13
154	25	13
124	25	12
57	25	12
94	25	12
104	25	12
206	25	12
3303	25	12
244	25	12
172	25	12
265	25	12
72	25	12
1377	25	12
127	25	12
1875	25	12
2371	25	12
115	25	12
241	25	12
164	25	12
246	25	12
307	25	12
2649	25	12
247	25	12
390	25	12
171	25	12
228	25	12
493	25	12
3482	25	12
1567	25	12
1174	25	12
692	25	12
285	25	12
1058	25	12
332	25	12
294	25	12
243	25	12
198	25	12
747	25	12
87	25	12
372	25	12
330	25	12
329	25	12
186	25	12
2249	25	12
3621	25	12
61	25	12
169	25	12
82	25	12
683	25	12
1945	25	12
803	25	12
218	25	12
165	25	12
37	25	12
210	25	12
410	25	12
65	25	12
940	25	12
349	25	12
68	25	12
54	25	12
1308	25	12
797	25	12
156	25	12
385	25	12
69	25	12
1457	25	12
144	25	12
74	25	12
3635	25	12
631	25	12
484	25	12
776	25	12
38	25	12
141	25	12
408	25	12
32	25	12
1426	25	12
44	25	12
504	25	12
192	25	12
304	25	12
941	25	12
942	25	12
1136	25	12
1710	25	12
283	25	12
1020	25	12
230	25	12
2335	25	10
58	25	10
2357	25	8
3776	25	1
3780	25	1
25	278	21
25	87	21
25	28	20
25	92	19
25	46	17
25	241	16
25	111	16
25	307	15
25	2279	15
25	31	15
25	66	15
25	244	14
25	110	14
25	3692	14
25	26	14
25	165	14
25	32	14
25	189	14
25	347	14
25	51	14
25	484	14
25	210	14
25	48	13
25	115	13
25	190	13
25	261	13
25	3773	13
25	267	13
25	50	13
25	69	13
25	372	13
25	82	13
25	99	13
25	1137	13
25	317	13
25	932	13
25	1029	13
25	385	13
25	132	13
25	276	13
25	144	13
25	74	13
25	588	13
25	141	13
25	1293	13
25	1127	13
25	682	13
25	124	12
25	3694	12
25	206	12
25	3303	12
25	172	12
25	72	12
25	265	12
25	2388	12
25	127	12
25	1875	12
25	665	12
25	2371	12
25	246	12
25	2649	12
25	247	12
25	390	12
25	171	12
25	228	12
25	759	12
25	493	12
25	974	12
25	3482	12
25	1567	12
25	1174	12
25	285	12
25	1058	12
25	1034	12
25	332	12
25	294	12
25	243	12
25	198	12
25	329	12
25	61	12
25	3464	12
25	215	12
25	803	12
25	218	12
25	271	12
25	37	12
25	84	12
25	65	12
25	940	12
25	349	12
25	1500	12
25	68	12
25	54	12
25	1308	12
25	797	12
25	631	12
25	776	12
25	546	12
25	44	12
25	504	12
25	192	12
25	304	12
25	942	12
25	34	12
25	1136	12
25	1710	12
25	612	12
25	283	12
25	131	12
25	1020	12
25	230	12
25	154	12
25	3757	9
25	3756	1
25	176	1
25	3782	1
25	3780	1
25	815	1
25	3781	1
55	26	21
753	26	21
3773	26	17
266	26	17
124	26	16
2327	26	16
332	26	16
516	26	16
35	26	15
198	26	15
972	26	15
122	26	15
221	26	14
33	26	14
57	26	14
3486	26	14
102	26	14
28	26	14
590	26	14
644	26	14
1361	26	14
1178	26	14
104	26	13
80	26	13
2386	26	13
289	26	13
876	26	13
556	26	13
370	26	13
46	26	13
2335	26	13
87	26	13
2329	26	13
3609	26	13
518	26	13
936	26	13
320	26	12
1126	26	12
279	26	12
3769	26	12
2417	26	12
117	26	12
103	26	12
705	26	12
81	26	12
824	26	12
616	26	12
86	26	12
701	26	12
1771	26	12
3763	26	12
335	26	12
1129	26	12
3485	26	12
1565	26	12
109	26	12
3480	26	12
171	26	12
3073	26	12
3479	26	12
584	26	12
252	26	12
1186	26	12
885	26	12
95	26	12
3475	26	12
91	26	12
66	26	12
3165	26	12
1054	26	12
3155	26	12
141	26	12
176	26	12
3144	26	12
3732	26	12
3133	26	12
640	26	12
1345	26	12
491	26	12
29	26	12
26	55	21
26	753	19
26	266	17
26	332	16
26	35	15
26	198	15
26	122	15
26	221	14
26	102	14
26	590	14
26	644	14
26	972	14
26	124	14
26	33	13
26	57	13
26	104	13
26	80	13
26	289	13
26	876	13
26	109	13
26	28	13
26	370	13
26	46	13
26	87	13
26	518	13
26	1178	13
26	320	12
26	1126	12
26	279	12
26	2417	12
26	117	12
26	103	12
26	705	12
26	81	12
26	824	12
26	616	12
26	86	12
26	701	12
